,drugname,chembl,canonical
8129,GW 6471,CHEMBL3264918,CCOC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C
8132,GW 7647,CHEMBL21241,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3
8133,GW 7845,CHEMBL106666,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CC(C(=O)O)NC4=CC=CC=C4C(=O)OC
8141,GYY 4137,CHEMBL2158901,COC1=CC=C(C=C1)P(=S)(N2CCOCC2)S.C1COCCN1
8153,HARMALINE,CHEMBL340807,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC
8154,HELENALIN,CHEMBL338474,CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
8155,HELENALIN,CHEMBL1728820,CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
8156,HELENALIN,CHEMBL486996,CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
8161,HELENALIN,CHEMBL1911137,CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
8197,HERBIMYCIN,CHEMBL480499,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC
8200,HERBIMYCIN,CHEMBL479533,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC
8215,HESPERIDIN,CHEMBL1535112,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8217,HESPERIDIN,CHEMBL449317,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8220,HESPERIDIN,CHEMBL1574000,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8221,HESPERIDIN,CHEMBL1314714,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8222,HESPERIDIN,CHEMBL1328143,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8229,HESPERIDIN,CHEMBL2140112,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8242,HEXABROMOCYCLODODECANE,CHEMBL375298,C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br
8250,HEXACHLOROBENZENE,CHEMBL228514,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl
8251,HEXACHLOROBUTADIENE,CHEMBL389950,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl
8259,HEXADIMETHRINE BROMIDE,CHEMBL3186282,CN(C)CCCCCCN(C)C.C(CBr)CBr
8263,HEXYL CINNAMIC ALDEHYDE,CHEMBL3183766,CCCCCCC(=CC1=CC=CC=C1)C=O
8264,HEXYL CINNAMIC ALDEHYDE,CHEMBL1449245,CCCCCCC(=CC1=CC=CC=C1)C=O
8276,HINOKIRESINOL,CHEMBL198245,C=CC(C=CC1=CC=C(C=C1)O)C2=CC=C(C=C2)O
8277,HINOKIRESINOL,CHEMBL371547,C=CC(C=CC1=CC=C(C=C1)O)C2=CC=C(C=C2)O
8285,HOMOCASTASTERONE,CHEMBL488432,CCC(C(C)C)C(C(C(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
8292,HOMOCASTASTERONE,CHEMBL1801920,CCC(C(C)C)C(C(C(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
8298,HOMOCYSTEINE THIOLACTONE,CHEMBL3272518,C1CSC(=O)C1N
8299,HOMOCYSTEINE THIOLACTONE,CHEMBL4078313,C1CSC(=O)C1N
8302,HOMOERIODICTYOL,CHEMBL490170,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
8303,HOMOERIODICTYOL,CHEMBL398282,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
8305,HOMOORIENTIN,CHEMBL239559,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O
8307,HOMOORIENTIN,CHEMBL1302308,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O
8311,HONOKIOL,CHEMBL16901,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
8318,HU 211,CHEMBL334533,CCCCCCC(C)(C)C1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)CO)O
8319,HU 211,CHEMBL307696,CCCCCCC(C)(C)C1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)CO)O
8320,HU 308,CHEMBL2179724,CCCCCCC(C)(C)C1=CC(=C(C(=C1)OC)C2C=C(C3CC2C3(C)C)CO)OC
8344,HYALURONIC ACID,CHEMBL1697748,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)NC(=O)C)O)O
8346,HYALURONIC ACID,CHEMBL2105008,CC(=O)NC1CC(C(OC1OC2C(C(C(OC2C(=O)[O-])O)O)O)CO)O.[Na+]
8347,HYALURONIC ACID,CHEMBL1874250,CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)NC(=O)C)O)O
8358,HYDRAZINE,CHEMBL1237174,NN
8359,HYDRAZINE,CHEMBL542171,NN.Cl.Cl
8372,HYDRAZINES,CHEMBL1237174,NN
8428,HYDROCORTISONE HEMISUCCINATE,CHEMBL977,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O
8429,HYDROCORTISONE HEMISUCCINATE,CHEMBL3989663,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O.O
8430,HYDROCORTISONE HEMISUCCINATE,CHEMBL343545,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O
8434,HYDROCORTISONE HEMISUCCINATE,CHEMBL1200495,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+]
8445,HYDROLYZABLE TANNINS,CHEMBL389895,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O
8446,HYDROQUINONE,CHEMBL537,C1=CC(=CC=C1O)O
8447,HYDROQUINONE,CHEMBL157946,CC1=C(C=CC(=C1)CN2C=NC3=C2CC(N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O)N(C)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
8457,HYDROXYCITRONELLAL,CHEMBL3186027,CC(CCCC(C)(C)O)CC=O
8458,HYDROXYETHYL METHACRYLATE,CHEMBL1730239,CC(=C)C(=O)OCCO
8459,HYDROXYFLUTAMIDE,CHEMBL491,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
8461,HYDROXYGENKWANIN,CHEMBL183745,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O
8462,HYDROXYGENKWANIN,CHEMBL442289,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O
8463,HYDROXYHYDROQUINONE,CHEMBL3092389,C1=CC(=C(C=C1O)O)O
8464,HYDROXYLAMINE,CHEMBL1191361,NO
8467,HYDROXYLAMINE,CHEMBL1901516,NO.NO.OS(=O)(=O)O
8470,HYDROXYSAFFLOR YELLOW A,CHEMBL1172243,C1=CC(=CC=C1C=CC(=C2C(=C(C(=O)C(C2=O)(C3C(C(C(C(O3)CO)O)O)O)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O
8500,HYPEROSIDE,CHEMBL250450,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8501,HYPEROSIDE,CHEMBL251254,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8505,HYPEROSIDE,CHEMBL33027,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8510,HYPEROSIDE,CHEMBL2337335,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8511,HYPEROSIDE,CHEMBL309323,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8512,HYPEROSIDE,CHEMBL457304,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8517,HYPOCHLOROUS ACID,CHEMBL1616046,OCl
8518,HYPOCHLOROUS ACID,CHEMBL1334078,[O-]Cl.[Na+]
8527,IBUFENAC,CHEMBL341812,CC(C)CC1=CC=C(C=C1)CC(=O)O
8539,ICARIIN,CHEMBL553204,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O
8554,ICG 001,CHEMBL2312139,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6
8555,ICG 001,CHEMBL2137823,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6
8557,ICI 118551,CHEMBL513389,CC1=C2CCCC2=C(C=C1)OCC(C(C)NC(C)C)O
8558,ICI 118551,CHEMBL1650853,CC1=C2CCCC2=C(C=C1)OCC(C(C)NC(C)C)O
8559,ICI 118551,CHEMBL198059,CC1=C2CCCC2=C(C=C1)OCC(C(C)NC(C)C)O
8560,ICI 118551,CHEMBL1571692,CC1=C2CCCC2=C(C=C1)OCC(C(C)NC(C)C)O.Cl
8562,ICILIN,CHEMBL258405,C1C=C(NC(=O)N1C2=CC=CC=C2O)C3=CC(=CC=C3)[N+](=O)[O-]
8563,IDELALISIB,CHEMBL2216870,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
8564,IDELALISIB,CHEMBL2132175,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
8566,IDN 5109,CHEMBL382300,CC1=C2C(C(=O)C3(C(CC4C(C3C(C5(C2(C)C)C(C1OC(=O)C(C(CC(C)C)NC(=O)OC(C)(C)C)O)OC(=O)O5)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)OC(=O)C
8605,IMIDAPRIL,CHEMBL317094,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O
8606,IMIDAPRIL,CHEMBL3183293,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O.Cl
8608,IMIDAPRILAT,CHEMBL3184451,CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
8609,IMIDAPRILAT,CHEMBL99701,CC(C(=O)N1C(CN(C1=O)C)C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
8611,IMIDAZOLE,CHEMBL120433,CNC
8612,IMIDAZOLE,CHEMBL540,C1=CN=CN1
8613,IMIDAZOLE,CHEMBL3933368,CCCCC1=NC(=C(N1)Cl)C=O
8618,IMIDAZOLIDINYL UREA,CHEMBL65433,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO
8633,IMMUCILLIN A,CHEMBL1236524,C1=C(C2=C(N1)C(=NC=N2)N)C3C(C(C(N3)CO)O)O
8635,IMMUCILLIN A,CHEMBL1255971,C1=C(C2=C(N1)C(=NC=N2)N)C3C(C(C(N3)CO)O)O
8637,IMPERATORIN,CHEMBL453805,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
8663,INDIRUBIN,CHEMBL1276127,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O
8665,INDIRUBIN-3'-MONOXIME,CHEMBL126077,C1=CC=C2C(=C1)C(=C(N2)O)C3=C(C4=CC=CC=C4N3)N=O
8666,INDIRUBIN-3'-MONOXIME,CHEMBL1082552,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC=N4)O)N=O
8681,INDOLE-3-CARBINOL,CHEMBL155625,C1=CC=C2C(=C1)C(=CN2)CO
8682,INDOLE-5-CARBOXAMIDE,CHEMBL1435541,C1=CC2=C(C=CN2)C=C1C(=O)N
8694,INDOMETHACIN MORPHOLINYLAMIDE,CHEMBL72631,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)N4CCOCC4
8695,INDOXACARB,CHEMBL197676,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
8696,INDOXACARB,CHEMBL1902546,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
8697,INO 1001,CHEMBL81977,C1=CC(=CC(=C1)N)C(=O)N
8703,INT 131,CHEMBL1236924,C1=CC=C2C(=C1)C=C(C=N2)OC3=C(C=C(C=C3Cl)NS(=O)(=O)C4=C(C=C(C=C4)Cl)Cl)Cl
8716,IODOACETIC ACID,CHEMBL376280,C(C(=O)O)I
8718,IODOPRAVADOLINE,CHEMBL181633,CC1=C(C2=C(N1CCN3CCOCC3)C=C(C=C2)I)C(=O)C4=CC=C(C=C4)OC
8727,IONOMYCIN,CHEMBL1222121,CC(CCC(=O)[O-])CC(C)CC(C)C(=O)C=C(C(C)CC(C)CC=CC(C)C(C(C)C(CC1CCC(O1)(C)C2CCC(O2)(C)C(C)O)O)O)[O-].[Ca+2]
8729,IONOMYCIN,CHEMBL501617,CC(CCC(=O)O)CC(C)CC(C)C(=O)C=C(C(C)CC(C)CC=CC(C)C(C(C)C(CC1CCC(O1)(C)C2CCC(O2)(C)C(C)O)O)O)O
8746,IPATASERTIB,CHEMBL2177390,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O
8749,IPRODIONE,CHEMBL1862887,CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl
8782,ISOANGUSTONE A,CHEMBL3809403,CC(=CCC1=C(C(=CC(=C1)C2=COC3=C(C2=O)C(=C(C(=C3)O)CC=C(C)C)O)O)O)C
8788,ISOEUGENOL,CHEMBL2135887,CC=CC1=CC(=C(C=C1)O)OC
8789,ISOEUGENOL,CHEMBL3186884,CCCC1=CC(=C(C=C1)O)OC
8790,ISOEUGENOL,CHEMBL193598,CC=CC1=CC(=C(C=C1)O)OC
8791,ISOEUGENOL,CHEMBL445206,CC=CC1=CC(=C(C=C1)O)OC
8805,ISOMENTHONE,CHEMBL1719455,CC1CCC(C(=O)C1)C(C)C
8806,ISOMENTHONE,CHEMBL276311,CC1CCC(C(=O)C1)C(C)C
8807,ISOMENTHONE,CHEMBL2272092,CC1CCC(C(=O)C1)C(C)C
8808,ISOMENTHONE,CHEMBL2268548,CC1CCC(C(=O)C1)C(C)C
8818,ISOPHORONE DIISOCYANATE,CHEMBL1509442,CC1(CC(CC(C1)(C)CN=C=O)N=C=O)C
8824,ISOQUERCITRIN,CHEMBL250450,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8825,ISOQUERCITRIN,CHEMBL33027,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8828,ISOQUERCITRIN,CHEMBL1098724,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
8837,ISORHAPONTIGENIN,CHEMBL110370,COC1=C(C=CC(=C1)C=CC2=CC(=CC(=C2)O)O)O
8839,ISOSAKURANETIN,CHEMBL470266,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O
8840,ISOSAKURANETIN,CHEMBL485252,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O
8895,JASPLAKINOLIDE,CHEMBL1720380,CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)CC2=C(NC3=CC=CC=C32)Br)C4=CC=C(C=C4)O)C
8904,JASPLAKINOLIDE,CHEMBL257166,CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)CC2=C(NC3=CC=CC=C32)Br)C4=CC=C(C=C4)O)C
8912,JHW 015,CHEMBL306764,CCCN1C(=C(C2=CC=CC=C21)C(=O)C3=CC=CC4=CC=CC=C43)C
8914,JTE 013,CHEMBL1368758,CC1=NN(C2=C1C(=CC(=N2)NNC(=O)NC3=CC(=NC(=C3)Cl)Cl)C(C)C)C
8917,JTP 4819,CHEMBL76578,C1CC(N(C1)C(=O)C2CCCN2C(=O)NCC3=CC=CC=C3)C(=O)CO
8926,KAEMPFEROL 7-O-GLUCOSIDE,CHEMBL469441,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
8928,KAHWEOL,CHEMBL1494598,CC12C=CC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3
8931,KAHWEOL,CHEMBL4208093,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3
8932,KAHWEOL,CHEMBL1593983,CC12C=CC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3
8934,KAINIC ACID,CHEMBL290943,CC(=C)C1CNC(C1CC(=O)O)C(=O)O
8935,KAINIC ACID,CHEMBL275040,CC(=C)C1CNC(C1CC(=O)O)C(=O)O
8938,KAINIC ACID,CHEMBL27527,CC(=C)C1CNC(C1CC(=O)O)C(=O)O
8942,"KALLIDIN, DES-ARG(10)-",CHEMBL264100,C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)O
8946,KAMEBAKAURIN,CHEMBL472436,CC1(CCC(C2(C1CC(C34C2CCC(C3O)C(=C)C4=O)O)CO)O)C
8952,KB R7785,CHEMBL19843,CC(C)CC(C(C)C(=O)NO)C(=O)NC(C1=CC=CC=C1)C(=O)NC
8953,KENPAULLONE,CHEMBL296586,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br
8954,KENPAULLONE,CHEMBL430574,C1C2=C(C3=CC=CC=C3NC1=O)NC4=CC=CC=C24
8962,KETANSERIN,CHEMBL51,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O
8992,KN 62,CHEMBL130321,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7
8993,KN 62,CHEMBL28324,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7
8994,KN 93,CHEMBL3199731,CN(CC=CC1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC
8995,KN 93,CHEMBL155333,CN(CC=CC1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC
8999,KONINGININ A,CHEMBL2000173,CCCCCCC1C2CCC3C(CCC(C3(O2)O1)O)O
9001,KONINGININ A,CHEMBL512855,CCCCCCC1C2CCC3C(CCC(C3(O2)O1)O)O
9004,KRN 7000,CHEMBL384200,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C(CCCCCCCCCCCCCC)O)O
9007,KT 5720,CHEMBL1416728,CCCCCCOC(=O)C1(CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C7=C53)C1(O2)C)CNC6=O)O
9021,KUWANON G,CHEMBL444942,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C(C5=C4OC(=C(C5=O)CC=C(C)C)C6=C(C=C(C=C6)O)O)O)O
9027,KYNURENIC ACID,CHEMBL299155,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
9030,L 655238,CHEMBL424339,CCCCCC(C1=CC=C(C=C1)OCC2=NC3=CC=CC=C3C=C2)O
9033,L 709049,CHEMBL37630,CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C=O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C
9034,L 709049,CHEMBL111839,CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C=O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C
9035,L 745337,CHEMBL287919,CS(=O)(=O)NC1=C(C=C2C(=C1)CCC2=O)SC3=C(C=C(C=C3)F)F
9036,L 750667,CHEMBL60518,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)I
9037,L-161982,CHEMBL265012,CCCCC1=NN(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3S(=O)(=O)NC(=O)C4=CC=C(S4)C)C5=CC=CC=C5C(F)(F)F
9038,L-161982,CHEMBL97688,CCCCC1=NN(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3S(=O)(=O)NC(=O)C4=C(C=CS4)C)C5=CC=CC=C5C(F)(F)F
9044,LACTACYSTIN,CHEMBL374308,CC1C(C(NC1=O)(C(C(C)C)O)C(=O)SCC(C(=O)O)NC(=O)C)O
9050,LACTOFEN,CHEMBL1243178,CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]
9077,LANATOSIDE C,CHEMBL110309,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
9078,LANATOSIDE C,CHEMBL506569,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
9080,LANATOSIDE C,CHEMBL3039124,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O
9099,LASIOCARPINE,CHEMBL2138247,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)OC)(C(C)(C)O)O
9100,LASIOCARPINE,CHEMBL1999554,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)OC)(C(C)(C)O)O
9103,LASIOCARPINE,CHEMBL498236,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)OC)(C(C)(C)O)O
9110,LATEX,CHEMBL285235,C=CC1=CC=CC=C1
9167,LAURYL GALLATE,CHEMBL16121,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
9209,LEONURINE,CHEMBL1290284,COC1=CC(=CC(=C1O)OC)C(=O)OCCCCN=C(N)N
9215,LEPTOCARPIN,CHEMBL483867,CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
9219,LEPTOMYCIN B,CHEMBL2001508,CCC(=CC(C)CC=CC(=CC(C)C(=O)C(C)C(C(C)CC(=CC(=O)O)C)O)C)C=CC1C(C=CC(=O)O1)C
9221,LEPTOMYCIN B,CHEMBL486133,CCC(=CC(C)CC=CC(=CC(C)C(=O)C(C)C(C(C)CC(=CC(=O)O)C)O)C)C=CC1C(C=CC(=O)O1)C
9246,LEUKOTRIENE B4,CHEMBL65061,CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
9262,LEUKOTRIENE C4,CHEMBL451509,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
9264,LEUKOTRIENE C4,CHEMBL445208,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
9268,LEUKOTRIENE C4,CHEMBL495936,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
9272,LEUKOTRIENE D4,CHEMBL288943,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
9274,LEUKOTRIENE D4,CHEMBL1521056,CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N
9278,LEUPEPTIN,CHEMBL429947,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C
9279,LEUPEPTIN,CHEMBL1230912,CC(C)C(C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC1=CC=CC=C1)C(=O)O
9280,LEUPEPTIN,CHEMBL191881,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C
